"workerid","rt","content","subjectGender","speakerGender","question","speakerName","fact_type","subjectName","verb","utterance","contentNr","trigger_class","response","fact","slide_number_in_experiment"
503,4957,"Vanessa is good at math",NA,"F","control4","Ashley",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",3
503,5603,"Grace visited her sister","M","F","9","Kimberly","factL","Brandon","say","Did Andrew say that Grace visited her sister?","9","C","No","Grace hates her sister",4
503,5292,"Jackson ran 10 miles","F","F","13","Michelle","factH","Rachel","reveal","Did Laura reveal that Jackson ran 10 miles?","13","NonProj","Yes","Jackson is training for a marathon",5
503,4848,"Jon walks to work","F","F","19","Nancy","factH","Julie","hear","Did Ruth hear that Jon walks to work?","19","C","Yes","Jon lives 2 blocks away from work",6
503,9000,"Owen shoveled snow last winter","F","M","17","Richard","factH","Catherine","confirm","Did Cynthia confirm that Owen shoveled snow last winter?","17","C","No","Owen lives in Chicago",7
503,13162,"Julian dances salsa","F","F","18","Jessica","factL","Rebecca","establish","Did Kathleen establish that Julian dances salsa?","18","NonProj","Yes","Julian is German",8
503,5109,"Emily bought a car yesterday","M","M","8","David","factL","Ryan","pretend","Did Brian pretend that Emily bought a car yesterday?","8","NonProj","No","Emily never has any money",9
503,7687,"Emma studied on Saturday morning","M","M","3","Robert","factH","Alexander","inform_Sam","Did Justin inform Sam that Emma studied on Saturday morning?","3","C","Yes","Emma is in law school",10
503,4653,"Danny ate the last cupcake","F","M","11","Christopher","factH","Amanda","prove","Did Amanda prove that Danny ate the last cupcake?","11","C","No","Danny loves cake",11
503,4605,"Mia drank 2 cocktails last night","M","M","6","Kenneth","factL","Ronald","admit","Did Ray admit that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a nun",12
503,6399,"Isabella ate a steak on Sunday","M","M","7","Paul","factL","Brian","announce","Did Kevin announce that Isabella ate a steak on Sunday?","7","C","Yes","Isabella is a vegetarian",13
503,3688,"Frank got a cat","F","F","12","Carol","factL","Joyce","be_right_that","Is Melissa right that Frank got a cat?","12","C","No","Frank is allergic to cats",14
503,3305,"Mary is pregnant","M","M","1","Thomas","factH","Nicholas","confess","Did Patrick confess that Mary is pregnant?","1","C","Yes","Mary is taking a prenatal yoga class",15
503,4148,"Sophia got a tattoo","M","M","5","Mark","factH","Jacob","discover","Did Ben discover that Sophia got a tattoo?","5","NonProj","Yes","Sophia is a hipster",16
503,6256,"Charley speaks Spanish","F","F","20","Elizabeth","factL","Christina","demonstrate","Did Anna demonstrate that Charley speaks Spanish?","20","C","Yes","Charley lives in Korea",17
503,6705,"Olivia sleeps until noon","M","F","4","Ashley","factL","Patrick","suggest","Did Jerry suggest that Olivia sleeps until noon?","4","C","No","Olivia has two small children",18
503,6758,"Zack is coming to the meeting tomorrow",NA,"F","control1","Elizabeth",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",19
503,6168,"Hendrick&quotechars car was expensive",NA,"F","control6","Donna",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",20
503,2310,"Madison had a baby",NA,"M","control5","Paul",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",21
503,13671,"Josh learned to ride a bike yesterday","F","F","16","Susan","factH","Amy","annoyed","Is Sharon annoyed that Josh learned to ride a bike yesterday?","16","NonProj","Yes","Josh is a 5-year old boy",22
503,9474,"Zoe calculated the tip","M","F","10","Donna","factL","Kevin","think","Does Tim think that Zoe calculated the tip?","10","NonProj","No","Zoe is 5 years old",23
503,3472,"Josie went on vacation to France","M","F","2","Helen","factH","Gregory","see","Did Scott see that Josie went on vacation to France?","2","NonProj","Yes","Josie loves France",24
503,5751,"Jayden rented a car","F","M","14","George","factL","Ruth","know","Does Stephanie know that Jayden rented a car?","14","NonProj","Yes","Jayden doesn&quotechart have a driver&quotechars license",25
503,3524,"Todd played football in high school",NA,"M","control3","Kenneth",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",26
503,7555,"Mary&quotechars aunt is sick",NA,"M","control2","George",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",27
504,10902,"Sophia got a tattoo","M","F","5","Helen","factH","Ronald","admit","Did Ben admit that Sophia got a tattoo?","5","C","Yes","Sophia is a hipster",2
504,12436,"Frank got a cat","F","F","12","Elizabeth","factL","Sharon","establish","Did Melissa establish that Frank got a cat?","12","NonProj","No","Frank is allergic to cats",3
504,3920,"Hendrick&quotechars car was expensive",NA,"F","control6","Elizabeth",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",4
504,4371,"Julian dances salsa","F","F","18","Dorothy","factL","Melissa","confirm","Did Kathleen confirm that Julian dances salsa?","18","C","Yes","Julian is German",5
504,15216,"Emma studied on Saturday morning","M","M","3","Christopher","factL","Alexander","know","Does Justin know that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in first grade",6
504,6167,"Todd played football in high school",NA,"F","control3","Linda",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",7
504,11055,"Jackson ran 10 miles","F","M","13","Paul","factH","Brenda","hear","Did Laura hear that Jackson ran 10 miles?","13","C","Yes","Jackson is training for a marathon",8
504,3770,"Zack is coming to the meeting tomorrow",NA,"M","control1","Christopher",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",9
504,3975,"Zoe calculated the tip","M","M","10","Robert","factH","Eric","be_right_that","Is Tim right that Zoe calculated the tip?","10","C","No","Zoe is a math major",10
504,22301,"Charley speaks Spanish","F","M","20","William","factL","Laura","acknowledge","Did Anna acknowledge that Charley speaks Spanish?","20","C","Yes","Charley lives in Korea",11
504,8507,"Olivia sleeps until noon","M","M","4","George","factH","Gary","think","Does Jerry think that Olivia sleeps until noon?","4","NonProj","No","Olivia works the third shift",12
504,6256,"Mia drank 2 cocktails last night","M","F","6","Sarah","factH","Jacob","announce","Did Ray announce that Mia drank 2 cocktails last night?","6","C","Yes","Mia is a college student",13
504,5029,"Isabella ate a steak on Sunday","M","F","7","Kimberly","factL","Andrew","suggest","Did Kevin suggest that Isabella ate a steak on Sunday?","7","C","No","Isabella is a vegetarian",14
504,4792,"Madison had a baby",NA,"F","control5","Susan",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",15
504,21211,"Grace visited her sister","M","M","9","James","factH","Ryan","demonstrate","Did Andrew demonstrate that Grace visited her sister?","9","C","No","Grace loves her sister",16
504,5110,"Mary&quotechars aunt is sick",NA,"F","control2","Michelle",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",17
504,7899,"Tony had a drink last night","F","M","15","David","factL","Amanda","prove","Did Rebecca prove that Tony had a drink last night?","15","C","No","Tony has been sober for 20 years",18
504,18334,"Josh learned to ride a bike yesterday","F","M","16","Steven","factH","Amy","say","Did Sharon say that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",19
504,4540,"Jon walks to work","F","F","19","Nancy","factL","Virginia","discover","Did Ruth discover that Jon walks to work?","19","NonProj","Yes","Jon lives 10 miles away from work",20
504,4713,"Josie went on vacation to France","M","F","2","Carol","factH","Jerry","confess","Did Scott confess that Josie went on vacation to France?","2","C","Yes","Josie loves France",21
504,8381,"Emily bought a car yesterday","M","F","8","Lisa","factH","Scott","inform_Sam","Did Brian inform Sam that Emily bought a car yesterday?","8","C","Yes","Emily has been saving for a year",22
504,17227,"Danny ate the last cupcake","F","F","11","Michelle","factL","Kathleen","annoyed","Is Amanda annoyed that Danny ate the last cupcake?","11","NonProj","Yes","Danny is a diabetic",23
504,8156,"Mary is pregnant","M","F","1","Susan","factL","Patrick","see","Did Patrick see that Mary is pregnant?","1","NonProj","Yes","Mary is a middle school student",24
504,3726,"Vanessa is good at math",NA,"M","control4","David",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",25
504,7860,"Jayden rented a car","F","F","14","Linda","factL","Julie","pretend","Did Stephanie pretend that Jayden rented a car?","14","NonProj","No","Jayden doesn&quotechart have a driver&quotechars license",26
504,7239,"Owen shoveled snow last winter","F","F","17","Jennifer","factH","Heather","reveal","Did Cynthia reveal that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in Chicago",27
505,27445,"Olivia sleeps until noon","M","F","4","Karen","factH","Nicholas","inform_Sam","Did Jerry inform Sam that Olivia sleeps until noon?","4","C","Yes","Olivia works the third shift",2
505,11463,"Mary&quotechars aunt is sick",NA,"F","control2","Jessica",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",3
505,83606,"Hendrick&quotechars car was expensive",NA,"F","control6","Carol",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",4
505,32678,"Todd played football in high school",NA,"M","control3","Thomas",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",5
505,16183,"Emily bought a car yesterday","M","F","8","Betty","factH","Alexander","see","Did Brian see that Emily bought a car yesterday?","8","NonProj","Yes","Emily has been saving for a year",6
505,8964,"Charley speaks Spanish","F","M","20","Matthew","factH","Christina","be_right_that","Is Anna right that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",7
505,17124,"Emma studied on Saturday morning","M","F","3","Susan","factH","Timothy","confess","Did Justin confess that Emma studied on Saturday morning?","3","C","Yes","Emma is in law school",8
505,5992,"Madison had a baby",NA,"M","control5","Christopher",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",9
505,6041,"Sophia got a tattoo","M","F","5","Nancy","factH","Edward","know","Does Ben know that Sophia got a tattoo?","5","NonProj","Yes","Sophia is a hipster",10
505,10470,"Mia drank 2 cocktails last night","M","F","6","Linda","factL","Jerry","think","Does Ray think that Mia drank 2 cocktails last night?","6","NonProj","No","Mia is a nun",11
505,23589,"Grace visited her sister","M","M","9","Thomas","factL","Justin","pretend","Did Andrew pretend that Grace visited her sister?","9","NonProj","No","Grace hates her sister",12
505,6878,"Frank got a cat","F","F","12","Ashley","factL","Amy","announce","Did Melissa announce that Frank got a cat?","12","C","Yes","Frank is allergic to cats",13
505,6254,"Zack is coming to the meeting tomorrow",NA,"F","control1","Donna",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",14
505,8354,"Jon walks to work","F","M","19","Christopher","factL","Cynthia","say","Did Ruth say that Jon walks to work?","19","C","No","Jon lives 10 miles away from work",15
505,6576,"Jayden rented a car","F","F","14","Jessica","factL","Julie","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No","Jayden doesn&quotechart have a driver&quotechars license",16
505,7026,"Jackson ran 10 miles","F","M","13","Kenneth","factL","Sharon","admit","Did Laura admit that Jackson ran 10 miles?","13","C","No","Jackson is obese",17
505,11656,"Josie went on vacation to France","M","M","2","Robert","factH","Ronald","discover","Did Scott discover that Josie went on vacation to France?","2","NonProj","Yes","Josie loves France",18
505,9323,"Zoe calculated the tip","M","F","10","Donna","factL","Brian","acknowledge","Did Tim acknowledge that Zoe calculated the tip?","10","C","Yes","Zoe is 5 years old",19
505,45897,"Josh learned to ride a bike yesterday","F","F","16","Lisa","factH","Melissa","prove","Did Sharon prove that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",20
505,24236,"Tony had a drink last night","F","F","15","Margaret","factH","Diane","hear","Did Rebecca hear that Tony had a drink last night?","15","C","Yes","Tony really likes to party with his friends",21
505,6381,"Mary is pregnant","M","F","1","Dorothy","factH","Jacob","annoyed","Is Patrick annoyed that Mary is pregnant?","1","NonProj","Yes","Mary is taking a prenatal yoga class",22
505,5676,"Julian dances salsa","F","F","18","Sandra","factL","Rachel","confirm","Did Kathleen confirm that Julian dances salsa?","18","C","No","Julian is German",23
505,5450,"Vanessa is good at math",NA,"F","control4","Linda",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",24
505,7103,"Danny ate the last cupcake","F","F","11","Carol","factL","Laura","demonstrate","Did Amanda demonstrate that Danny ate the last cupcake?","11","C","No","Danny is a diabetic",25
505,5989,"Isabella ate a steak on Sunday","M","M","7","William","factH","Eric","suggest","Did Kevin suggest that Isabella ate a steak on Sunday?","7","C","No","Isabella is from Argentina",26
505,6584,"Owen shoveled snow last winter","F","F","17","Michelle","factL","Ruth","reveal","Did Cynthia reveal that Owen shoveled snow last winter?","17","NonProj","No","Owen lives in New Orleans",27
506,17527,"Mia drank 2 cocktails last night","M","F","6","Susan","factH","Ryan","think","Does Ray think that Mia drank 2 cocktails last night?","6","NonProj","No","Mia is a college student",2
506,21183,"Jayden rented a car","F","F","14","Jennifer","factL","Nicole","prove","Did Stephanie prove that Jayden rented a car?","14","C","No","Jayden doesn&quotechart have a driver&quotechars license",3
506,44927,"Zoe calculated the tip","M","F","10","Sandra","factL","Justin","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",4
506,11160,"Madison had a baby",NA,"F","control5","Sandra",NA,NA,"control","Did Madison have a baby?","control5","control","Yes","Trish sent Madison a card",5
506,10173,"Charley speaks Spanish","F","F","20","Margaret","factH","Diane","know","Does Anna know that Charley speaks Spanish?","20","NonProj","Yes","Charley lives in Mexico",6
506,5893,"Vanessa is good at math",NA,"M","control4","Christopher",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",7
506,13674,"Jackson ran 10 miles","F","M","13","Paul","factL","Joyce","be_right_that","Is Laura right that Jackson ran 10 miles?","13","C","No","Jackson is obese",8
506,7981,"Hendrick&quotechars car was expensive",NA,"F","control6","Jennifer",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",9
506,7807,"Julian dances salsa","F","F","18","Dorothy","factL","Angela","annoyed","Is Kathleen annoyed that Julian dances salsa?","18","NonProj","Yes","Julian is German",10
506,13490,"Frank got a cat","F","M","12","Kenneth","factL","Amanda","pretend","Did Melissa pretend that Frank got a cat?","12","NonProj","No","Frank is allergic to cats",11
506,8949,"Mary is pregnant","M","M","1","James","factL","Andrew","demonstrate","Did Patrick demonstrate that Mary is pregnant?","1","C","Yes","Mary is a middle school student",12
506,8417,"Isabella ate a steak on Sunday","M","M","7","Matthew","factH","Alexander","discover","Did Kevin discover that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is from Argentina",13
506,7058,"Emma studied on Saturday morning","M","F","3","Ashley","factH","Jerry","see","Did Justin see that Emma studied on Saturday morning?","3","NonProj","Yes","Emma is in law school",14
506,14305,"Jon walks to work","F","F","19","Helen","factH","Catherine","hear","Did Ruth hear that Jon walks to work?","19","C","Yes","Jon lives 2 blocks away from work",15
506,5618,"Todd played football in high school",NA,"F","control3","Jessica",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",16
506,10210,"Danny ate the last cupcake","F","F","11","Lisa","factH","Laura","acknowledge","Did Amanda acknowledge that Danny ate the last cupcake?","11","C","No","Danny loves cake",17
506,10729,"Josh learned to ride a bike yesterday","F","M","16","William","factL","Julie","inform_Sam","Did Sharon inform Sam that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 75-year old man",18
506,9722,"Josie went on vacation to France","M","M","2","Mark","factL","Timothy","confess","Did Scott confess that Josie went on vacation to France?","2","C","Yes","Josie doesn&quotechart have a passport",19
506,14283,"Grace visited her sister","M","F","9","Elizabeth","factH","Patrick","say","Did Andrew say that Grace visited her sister?","9","C","No","Grace loves her sister",20
506,8372,"Sophia got a tattoo","M","F","5","Donna","factH","Larry","reveal","Did Ben reveal that Sophia got a tattoo?","5","NonProj","Yes","Sophia is a hipster",21
506,12623,"Olivia sleeps until noon","M","F","4","Jessica","factL","Scott","announce","Did Jerry announce that Olivia sleeps until noon?","4","C","No","Olivia has two small children",22
506,4695,"Mary&quotechars aunt is sick",NA,"M","control2","Mark",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",23
506,12809,"Owen shoveled snow last winter","F","M","17","George","factH","Shirley","establish","Did Cynthia establish that Owen shoveled snow last winter?","17","NonProj","No","Owen lives in Chicago",24
506,7357,"Zack is coming to the meeting tomorrow",NA,"M","control1","Paul",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",25
506,17511,"Tony had a drink last night","F","M","15","Christopher","factL","Carolyn","confirm","Did Rebecca confirm that Tony had a drink last night?","15","C","No","Tony has been sober for 20 years",26
506,14334,"Emily bought a car yesterday","M","F","8","Nancy","factH","Benjamin","admit","Did Brian admit that Emily bought a car yesterday?","8","C","Yes","Emily has been saving for a year",27
507,6071,"Josie went on vacation to France","M","M","2","Thomas","factH","Nicholas","pretend","Did Scott pretend that Josie went on vacation to France?","2","NonProj","No","Josie loves France",2
507,3219,"Mia drank 2 cocktails last night","M","M","6","Christopher","factH","Ryan","suggest","Did Ray suggest that Mia drank 2 cocktails last night?","6","C","No","Mia is a college student",3
507,3492,"Olivia sleeps until noon","M","F","4","Helen","factH","Jeffrey","reveal","Did Jerry reveal that Olivia sleeps until noon?","4","NonProj","No","Olivia works the third shift",4
507,2724,"Mary&quotechars aunt is sick",NA,"F","control2","Sarah",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",5
507,3604,"Todd played football in high school",NA,"F","control3","Susan",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",6
507,3568,"Sophia got a tattoo","M","M","5","Kenneth","factL","Timothy","announce","Did Ben announce that Sophia got a tattoo?","5","C","No","Sophia is a high end fashion model",7
507,1949,"Madison had a baby",NA,"F","control5","Donna",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",8
507,7589,"Tony had a drink last night","F","M","15","George","factL","Rebecca","annoyed","Is Rebecca annoyed that Tony had a drink last night?","15","NonProj","Yes","Tony has been sober for 20 years",9
507,6113,"Zoe calculated the tip","M","F","10","Betty","factL","Gregory","demonstrate","Did Tim demonstrate that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",10
507,3008,"Grace visited her sister","M","M","9","Mark","factH","Justin","be_right_that","Is Andrew right that Grace visited her sister?","9","C","No","Grace loves her sister",11
507,2021,"Jackson ran 10 miles","F","M","13","Robert","factL","Laura","hear","Did Laura hear that Jackson ran 10 miles?","13","C","No","Jackson is obese",12
507,3935,"Josh learned to ride a bike yesterday","F","F","16","Jessica","factH","Melissa","establish","Did Sharon establish that Josh learned to ride a bike yesterday?","16","NonProj","No","Josh is a 5-year old boy",13
507,3460,"Mary is pregnant","M","F","1","Elizabeth","factL","Gary","admit","Did Patrick admit that Mary is pregnant?","1","C","No","Mary is a middle school student",14
507,2465,"Vanessa is good at math",NA,"M","control4","Kenneth",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",15
507,4484,"Owen shoveled snow last winter","F","F","17","Michelle","factL","Carolyn","confess","Did Cynthia confess that Owen shoveled snow last winter?","17","C","No","Owen lives in New Orleans",16
507,3564,"Emily bought a car yesterday","M","M","8","James","factH","Kevin","say","Did Brian say that Emily bought a car yesterday?","8","C","No","Emily has been saving for a year",17
507,6033,"Isabella ate a steak on Sunday","M","F","7","Nancy","factL","Ronald","discover","Did Kevin discover that Isabella ate a steak on Sunday?","7","NonProj","Yes","Isabella is a vegetarian",18
507,4837,"Jayden rented a car","F","F","14","Donna","factL","Ruth","know","Does Stephanie know that Jayden rented a car?","14","NonProj","Yes","Jayden doesn&quotechart have a driver&quotechars license",19
507,4654,"Emma studied on Saturday morning","M","F","3","Jennifer","factH","Edward","confirm","Did Justin confirm that Emma studied on Saturday morning?","3","C","No","Emma is in law school",20
507,3260,"Frank got a cat","F","M","12","Matthew","factH","Sharon","think","Does Melissa think that Frank got a cat?","12","NonProj","No","Frank has always wanted a pet",21
507,5093,"Charley speaks Spanish","F","F","20","Sarah","factL","Amy","acknowledge","Did Anna acknowledge that Charley speaks Spanish?","20","C","Yes","Charley lives in Korea",22
507,3796,"Julian dances salsa","F","F","18","Sandra","factH","Julie","prove","Did Kathleen prove that Julian dances salsa?","18","C","No","Julian is Cuban",23
507,5212,"Danny ate the last cupcake","F","M","11","Paul","factH","Virginia","inform_Sam","Did Amanda inform Sam that Danny ate the last cupcake?","11","C","Yes","Danny loves cake",24
507,5556,"Jon walks to work","F","F","19","Susan","factL","Angela","see","Did Ruth see that Jon walks to work?","19","NonProj","Yes","Jon lives 10 miles away from work",25
507,2828,"Hendrick&quotechars car was expensive",NA,"M","control6","Robert",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",26
507,3412,"Zack is coming to the meeting tomorrow",NA,"F","control1","Nancy",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",27
508,10821,"Isabella ate a steak on Sunday","M","F","7","Susan","factL","Ryan","hear","Did Kevin hear that Isabella ate a steak on Sunday?","7","C","Yes","Isabella is a vegetarian",2
508,4278,"Madison had a baby",NA,"F","control5","Nancy",NA,NA,"control","Did Madison have a baby?","control5","control","No","Trish sent Madison a card",3
508,7455,"Olivia sleeps until noon","M","M","4","Thomas","factH","Timothy","establish","Did Jerry establish that Olivia sleeps until noon?","4","NonProj","No","Olivia works the third shift",4
508,9185,"Grace visited her sister","M","M","9","William","factH","Patrick","think","Does Andrew think that Grace visited her sister?","9","NonProj","No","Grace loves her sister",5
508,7224,"Jackson ran 10 miles","F","F","13","Margaret","factL","Shirley","prove","Did Laura prove that Jackson ran 10 miles?","13","C","No","Jackson is obese",6
508,4567,"Hendrick&quotechars car was expensive",NA,"F","control6","Margaret",NA,NA,"control","Was Hendrick&quotechars car expensive?","control6","control","No","Hendrick just bought a car",7
508,5792,"Emily bought a car yesterday","M","F","8","Nancy","factL","Gary","annoyed","Is Brian annoyed that Emily bought a car yesterday?","8","NonProj","Yes","Emily never has any money",8
508,7111,"Tony had a drink last night","F","F","15","Karen","factH","Nicole","confirm","Did Rebecca confirm that Tony had a drink last night?","15","C","No","Tony really likes to party with his friends",9
508,6056,"Mia drank 2 cocktails last night","M","M","6","Christopher","factL","Edward","suggest","Did Ray suggest that Mia drank 2 cocktails last night?","6","C","No","Mia is a nun",10
508,4607,"Vanessa is good at math",NA,"F","control4","Susan",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",11
508,6608,"Owen shoveled snow last winter","F","M","17","David","factH","Stephanie","see","Did Cynthia see that Owen shoveled snow last winter?","17","NonProj","Yes","Owen lives in Chicago",12
508,6369,"Mary is pregnant","M","F","1","Michelle","factH","Justin","know","Does Patrick know that Mary is pregnant?","1","NonProj","Yes","Mary is taking a prenatal yoga class",13
508,7457,"Zoe calculated the tip","M","F","10","Dorothy","factL","Jacob","reveal","Did Tim reveal that Zoe calculated the tip?","10","NonProj","Yes","Zoe is 5 years old",14
508,9095,"Emma studied on Saturday morning","M","M","3","Mark","factH","Alexander","admit","Did Justin admit that Emma studied on Saturday morning?","3","C","Yes","Emma is in law school",15
508,4401,"Mary&quotechars aunt is sick",NA,"F","control2","Kimberly",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",16
508,6445,"Todd played football in high school",NA,"F","control3","Dorothy",NA,NA,"control","Did Todd play football in high school?","control3","control","No","Todd goes to the gym 3 times a week",17
508,4689,"Jon walks to work","F","M","19","George","factL","Brenda","be_right_that","Is Ruth right that Jon walks to work?","19","C","No","Jon lives 10 miles away from work",18
508,6151,"Sophia got a tattoo","M","F","5","Elizabeth","factL","Andrew","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No","Sophia is a high end fashion model",19
508,5760,"Danny ate the last cupcake","F","F","11","Jessica","factH","Catherine","discover","Did Amanda discover that Danny ate the last cupcake?","11","NonProj","Yes","Danny loves cake",20
508,7928,"Josh learned to ride a bike yesterday","F","M","16","Steven","factL","Kathleen","demonstrate","Did Sharon demonstrate that Josh learned to ride a bike yesterday?","16","C","Yes","Josh is a 75-year old man",21
508,5553,"Zack is coming to the meeting tomorrow",NA,"F","control1","Elizabeth",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",22
508,5839,"Julian dances salsa","F","F","18","Carol","factH","Sharon","announce","Did Kathleen announce that Julian dances salsa?","18","C","Yes","Julian is Cuban",23
508,5167,"Frank got a cat","F","M","12","Kenneth","factH","Christina","inform_Sam","Did Melissa inform Sam that Frank got a cat?","12","C","Yes","Frank has always wanted a pet",24
508,5096,"Josie went on vacation to France","M","F","2","Kimberly","factL","Raymond","acknowledge","Did Scott acknowledge that Josie went on vacation to France?","2","C","No","Josie doesn&quotechart have a passport",25
508,6912,"Charley speaks Spanish","F","F","20","Donna","factH","Julie","confess","Did Anna confess that Charley speaks Spanish?","20","C","No","Charley lives in Mexico",26
508,5208,"Jayden rented a car","F","F","14","Sarah","factL","Amanda","say","Did Stephanie say that Jayden rented a car?","14","C","No","Jayden doesn&quotechart have a driver&quotechars license",27
509,7922,"Josh learned to ride a bike yesterday","F","F","16","Michelle","factH","Rebecca","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","No","Josh is a 5-year old boy",2
509,10013,"Emma studied on Saturday morning","M","F","3","Karen","factH","Jeffrey","discover","Did Justin discover that Emma studied on Saturday morning?","3","NonProj","No","Emma is in law school",3
509,3102,"Vanessa is good at math",NA,"F","control4","Margaret",NA,NA,"control","Is Vanessa good at math?","control4","control","No","Vanessa won a prize at school",4
509,3228,"Mary&quotechars aunt is sick",NA,"F","control2","Lisa",NA,NA,"control","Is Mary&quotechars aunt sick?","control2","control","No","Mary visited her aunt on Sunday",5
509,4903,"Emily bought a car yesterday","M","M","8","William","factL","Benjamin","annoyed","Is Brian annoyed that Emily bought a car yesterday?","8","NonProj","Yes","Emily never has any money",6
509,3360,"Zack is coming to the meeting tomorrow",NA,"F","control1","Sarah",NA,NA,"control","Is Zack coming to the meeting tomorrow?","control1","control","No","Zack is a member of the golf club",7
509,5595,"Danny ate the last cupcake","F","F","11","Donna","factH","Amanda","admit","Did Amanda admit that Danny ate the last cupcake?","11","C","No","Danny loves cake",8
509,9398,"Charley speaks Spanish","F","F","20","Elizabeth","factL","Catherine","confess","Did Anna confess that Charley speaks Spanish?","20","C","No","Charley lives in Korea",9
509,6305,"Owen shoveled snow last winter","F","F","17","Margaret","factL","Stephanie","demonstrate","Did Cynthia demonstrate that Owen shoveled snow last winter?","17","C","No","Owen lives in New Orleans",10
509,5804,"Grace visited her sister","M","F","9","Susan","factH","Jerry","suggest","Did Andrew suggest that Grace visited her sister?","9","C","No","Grace loves her sister",11
509,3596,"Mary is pregnant","M","M","1","Paul","factH","Andrew","be_right_that","Is Patrick right that Mary is pregnant?","1","C","No","Mary is taking a prenatal yoga class",12
509,5564,"Mia drank 2 cocktails last night","M","M","6","James","factH","Edward","reveal","Did Ray reveal that Mia drank 2 cocktails last night?","6","NonProj","Yes","Mia is a college student",13
509,3862,"Zoe calculated the tip","M","M","10","George","factL","Ryan","hear","Did Tim hear that Zoe calculated the tip?","10","C","No","Zoe is 5 years old",14
509,3026,"Sophia got a tattoo","M","M","5","Steven","factL","Tyler","know","Does Ben know that Sophia got a tattoo?","5","NonProj","Yes","Sophia is a high end fashion model",15
509,4935,"Jayden rented a car","F","M","14","Kenneth","factH","Diane","prove","Did Stephanie prove that Jayden rented a car?","14","C","No","Jayden&quotechars car is in the shop",16
509,3383,"Julian dances salsa","F","F","18","Sarah","factL","Carolyn","establish","Did Kathleen establish that Julian dances salsa?","18","NonProj","No","Julian is German",17
